MICROSOFT;"O365 - Exploitation/ 
Support";Delve
MICROSOFT;"O365 - Exploitation/ 
Support";Planner
MICROSOFT;"O365 - Exploitation/ 
Support";Sway
MICROSOFT;"O365 - Exploitation/ 
Support";Office Groups
MICROSOFT;"O365 - Exploitation/ 
Support";Azure RMS
MICROSOFT;"O365 - Exploitation/ 
Support";Power BI
MICROSOFT;O365 - Dev;Fonctionnel et Paramétrage SP
MICROSOFT;O365 - Dev;SharePoint Add-ins
MICROSOFT;O365 - Dev;OfficeDev PnP
MICROSOFT;O365 - Dev;Microsoft Graph
MICROSOFT;O365 - Dev;Power Apps
MICROSOFT;O365 - Dev;Flow
MICROSOFT;O365 - Dev;Power BI
MICROSOFT;"Systèmes et 
réseaux";Installation Windows Server
MICROSOFT;"Systèmes et 
réseaux";Administration Windows Server
MICROSOFT;"Systèmes et 
réseaux";Administration AD
MICROSOFT;"Systèmes et 
réseaux";Gestion réseaux (DNS, DHCP,…)
MICROSOFT;"Systèmes et 
réseaux";Gestion de la sécurité (GPO,…)
MICROSOFT;"Systèmes et 
réseaux";Gestion des devices mobiles
MICROSOFT;"Systèmes et 
réseaux";Virtualisation (Hyper -v)
MICROSOFT;"Systèmes et 
réseaux";AD RMS
MICROSOFT;"Systèmes et 
réseaux";AD FS
MICROSOFT;"Systèmes et 
réseaux";Network Load Balancing
MICROSOFT;"Systèmes et 
réseaux";Failover Clustering
MICROSOFT;"Systèmes et 
réseaux";System Center
MICROSOFT;Exchange;Installation et configuration
MICROSOFT;Exchange;Administration
MICROSOFT;Exchange;Montée de version
MICROSOFT;Exchange;Migration d'un autre système de messagerie
MICROSOFT;Exchange;Outils migration DELL
MICROSOFT;Exchange;Outils migration Binary Tree
MICROSOFT;Exchange;Outils migration Refresh IT
MICROSOFT;Exchange;Intégration avec Exchange online
MICROSOFT;Azure;
MICROSOFT;Environnement;Visual studio
MICROSOFT;Environnement;"Team Foundation Server 
(installation, administration serveur TFS)"
MICROSOFT;Environnement;"Team Foundation Server 
(administration niveau collection/projet, gestion des branches)"
MICROSOFT;Environnement;"Team Foundation Server 
(utilisation basique)"
MICROSOFT;Environnement;"Team Foundation Server 
(utilisation avancée)"
MICROSOFT;Environnement;Test Manager
MICROSOFT;Environnement;Sharepoint Designer
MICROSOFT;Environnement;InfoPath
MICROSOFT;Environnement;Visual studio code
MICROSOFT;Environnement;Power Apps Designer
MICROSOFT;Environnement;Power BI Designer
PHP;Configuration;Configuration d'un serveur Apache ou NGNIX 
PHP;Configuration;Intégrer un projet dans une plateforme de développement (LAMP, XAMPP, MAMP)
PHP;Language PHP;Bases PHP (variables, loops, tabs, functions, …)
PHP;Language PHP;Connaissance de l'objet PHP (Classe, héritage, ...)
PHP;Language PHP;Créer un site en MVC
PHP;Language PHP;Utiliser PDO
PHP;Doctrine;Création d'entity
PHP;Doctrine;Effectuer un CRUD avec des entity
PHP;Symfony;Utiliser Composer (Gestionnaire de dépendances)
PHP;Symfony;Bases de Symfony (routeur, Controller, View avec Twig)
PHP;Symfony;Gestion de formulaires, intégration de bundles externes, gestion de users 
PHP;Symfony;Déployer un projet symfony
PHP;Drupal;Créer des Hooks, des modules, des templates
PHP;Drupal;Administration, mise à jour, …
PHP;Wordpress;Installation, configuration, administration
PHP;Wordpress;Créer des templates
Delivery;Data;Oracle
Delivery;Data;MySQL / MariaDB
Delivery;Data;PostgreSQL
Delivery;Data;SQL Server
Delivery;Data;Redis
Delivery;Data;Cassandra
Delivery;Data;MongoDB
Delivery;Data;JackRabbit
